#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_008596.1	4235134	4237359	+	4534908	-	MSMEG_4156	YP_888436.1	741	-	transposase
chr	NC_008596.1	4237349	4237777	+	4537725	-	MSMEG_4157	YP_888437.1	142	-	transposase
chr	NC_008596.1	4237954	4238103	+	4535794	-	MSMEG_4158	YP_888438.1	49	-	transposase
chr	NC_008596.1	4238141	4239460	-	4533452	-	MSMEG_4159	YP_888439.1	439	-	IS6120, transposase
chr	NC_008596.1	4239604	4239756	-	4534853	-	MSMEG_4160	YP_888440.1	50	-	hypothetical protein MSMEG_4160
chr	NC_008596.1	4239712	4240125	+	4537623	-	MSMEG_4161	YP_888441.1	137	-	hypothetical protein MSMEG_4161
chr	NC_008596.1	4240426	4241589	-	4536354	-	MSMEG_4162	YP_888442.1	387	-	hypothetical protein MSMEG_4162
chr	NC_008596.1	4241589	4242311	-	4531761	-	MSMEG_4163	YP_888443.1	240	-	3-oxoacyl-ACP reductase
chr	NC_008596.1	4242311	4243027	-	4532898	-	MSMEG_4164	YP_888444.1	238	-	3-hydroxybutyryl-CoA dehydratase
chr	NC_008596.1	4243036	4244478	-	4533092	-	MSMEG_4165	YP_888445.1	480	-	[NAD+] benzaldehyde dehydrogenase [Mycolicibacterium smegmatis MC2 155]
chr	NC_008596.1	4244495	4245649	-	4536636	-	MSMEG_4166	YP_888446.1	384	-	acyl-CoA dehydrogenase
chr	NC_008596.1	4245646	4246779	-	4532281	-	MSMEG_4167	YP_888447.1	377	-	alcohol dehydrogenase
chr	NC_008596.1	4246781	4248370	-	4534496	-	MSMEG_4168	YP_888448.1	529	-	propionate CoA-transferase
chr	NC_008596.1	4248367	4249077	-	4534658	-	MSMEG_4169	YP_888449.1	236	-	3-oxoacyl-ACP reductase
chr	NC_008596.1	4249070	4250605	-	4537089	-	MSMEG_4170	YP_888450.1	511	-	ribose transport ATP-binding protein RbsA
chr	NC_008596.1	4250602	4251639	-	4533193	-	MSMEG_4171	YP_888451.1	345	-	ribose transporter permease RbsC
chr	NC_008596.1	4251653	4252771	-	4536608	-	MSMEG_4172	YP_888452.1	372	-	D-ribose-binding periplasmic protein RbsB
chr	NC_008596.1	4252768	4253202	-	4531481	-	MSMEG_4173	YP_888453.1	144	-	MaoC family protein
chr	NC_008596.1	4253199	4253996	-	4536119	-	MSMEG_4174	YP_888454.1	265	-	IclR family transcriptional regulator
chr	NC_008596.1	4254189	4254506	+	4534750	-	MSMEG_4175	YP_888455.1	105	-	ArsR family transcriptional regulator
chr	NC_008596.1	4254503	4255015	+	4534402	-	MSMEG_4176	YP_888456.1	170	-	hypothetical protein MSMEG_4176
chr	NC_008596.1	4255057	4255647	+	4536940	-	MSMEG_4178	YP_888457.1	196	-	flavodoxin/nitric oxide synthase
chr	NC_008596.1	4256984	4257466	-	4533351	-	MSMEG_4179	YP_888458.1	160	-	integral membrane protein
chr	NC_008596.1	4257530	4258396	-	4535239	hisG	MSMEG_4180	YP_888459.1	288	-	ATP phosphoribosyltransferase
chr	NC_008596.1	4258399	4258680	-	4531059	hisE	MSMEG_4181	YP_888460.1	93	-	phosphoribosyl-ATP pyrophosphatase
chr	NC_008596.1	4258730	4260226	-	4534892	-	MSMEG_4182	YP_888461.1	498	-	arabinose-proton symporter
chr	NC_008596.1	4260273	4260950	-	4534371	-	MSMEG_4183	YP_888462.1	225	-	phosphoglycolate phosphatase
chr	NC_008596.1	4261027	4261209	+	4536665	-	MSMEG_4184	YP_888463.1	60	-	dTDP-glucose-46-dehydratase
chr	NC_008596.1	4261269	4265009	-	4536551	metH	MSMEG_4185	YP_888464.1	1246	-	B12-dependent methionine synthase
chr	NC_008596.1	4265484	4266362	+	4534393	-	MSMEG_4186	YP_888465.1	292	-	hypothetical protein MSMEG_4186
chr	NC_008596.1	4266384	4267841	-	4531494	-	MSMEG_4187	YP_888466.1	485	-	hypothetical protein MSMEG_4187
chr	NC_008596.1	4267841	4268728	-	4535690	-	MSMEG_4188	YP_888467.1	295	-	short chain dehydrogenase
chr	NC_008596.1	4268754	4269992	-	4534157	cysS	MSMEG_4189	YP_888468.1	412	-	cysteinyl-tRNA synthetase
chr	NC_008596.1	4270116	4270877	-	4531233	-	MSMEG_4190	YP_888469.1	253	-	inositol monophosphatase
chr	NC_008596.1	4271019	4271867	-	4533125	-	MSMEG_4191	YP_888470.1	282	-	hypothetical protein MSMEG_4191
chr	NC_008596.1	4271851	4272438	-	4537486	-	MSMEG_4192	YP_888471.1	195	-	hypothetical protein MSMEG_4192
chr	NC_008596.1	4272474	4273145	-	4534900	-	MSMEG_4193	YP_888472.1	223	-	phosphoglycerate mutase
chr	NC_008596.1	4273156	4273986	-	4531825	-	MSMEG_4194	YP_888473.1	276	-	UDP pyrophosphate phosphatase
chr	NC_008596.1	4274087	4274392	-	4534590	-	MSMEG_4195	YP_888474.1	101	-	hypothetical protein MSMEG_4195
chr	NC_008596.1	4274534	4275574	+	4534702	-	MSMEG_4196	YP_888475.1	346	-	LppL protein
chr	NC_008596.1	4275571	4275840	+	4531035	-	MSMEG_4197	YP_888476.1	89	-	hypothetical protein MSMEG_4197
chr	NC_008596.1	4275837	4276901	+	4535978	pyrD	MSMEG_4198	YP_888477.1	354	-	dihydroorotate dehydrogenase 2
chr	NC_008596.1	4276933	4277454	-	4532852	-	MSMEG_4199	YP_888478.1	173	-	hypothetical protein MSMEG_4199
chr	NC_008596.1	4277491	4278825	-	4536553	-	MSMEG_4200	YP_888479.1	444	-	hypothetical protein MSMEG_4200
chr	NC_008596.1	4279122	4280453	-	4531858	-	MSMEG_4202	YP_888480.1	443	-	hypothetical protein MSMEG_4202
chr	NC_008596.1	4280469	4282310	-	4531018	-	MSMEG_4203	YP_888481.1	613	-	peptidase S8/S53 subtilisin kexin sedolisin
chr	NC_008596.1	4282640	4283755	+	4531149	-	MSMEG_4204	YP_888482.1	371	-	catalase
chr	NC_008596.1	4283833	4286454	+	4536401	-	MSMEG_4205	YP_888483.1	873	-	transcriptional regulator
chr	NC_008596.1	4290634	4291026	-	4533112	-	MSMEG_4207	YP_888484.1	130	-	universal stress protein family protein
chr	NC_008596.1	4291023	4292567	-	4531993	-	MSMEG_4208	YP_888485.1	514	-	integral membrane protein
chr	NC_008596.1	4292564	4293100	-	4536893	-	MSMEG_4209	YP_888486.1	178	-	integral membrane protein
chr	NC_008596.1	4293097	4294080	-	4533207	-	MSMEG_4210	YP_888487.1	327	-	hypothetical protein MSMEG_4210
chr	NC_008596.1	4294185	4295864	+	4535220	-	MSMEG_4211	YP_888488.1	559	-	two component system histidine kinase
chr	NC_008596.1	4295857	4296519	+	4531583	-	MSMEG_4212	YP_888489.1	220	-	transcriptional regulatory protein CitT
chr	NC_008596.1	4296613	4297770	+	4532331	-	MSMEG_4213	YP_888490.1	385	-	cytochrome P450 hydroxylase
chr	NC_008596.1	4297888	4298610	+	4534275	-	MSMEG_4214	YP_888491.1	240	-	glutamine amidotransferase
chr	NC_008596.1	4298656	4299333	+	4531951	-	MSMEG_4215	YP_888492.1	225	-	phosphoribosyltransferase
chr	NC_008596.1	4299335	4299844	-	4537197	-	MSMEG_4216	YP_888493.1	169	-	hypothetical protein MSMEG_4216
chr	NC_008596.1	4299939	4300757	-	4532396	-	MSMEG_4217	YP_888494.1	272	-	DivIVA protein
chr	NC_008596.1	4300998	4301288	-	4533030	-	MSMEG_4218	YP_888495.1	96	-	transmembrane protein
chr	NC_008596.1	4301451	4302095	-	4535339	-	MSMEG_4219	YP_888496.1	214	-	hypothetical protein MSMEG_4219
chr	NC_008596.1	4302079	4302954	-	4532966	-	MSMEG_4220	YP_888497.1	291	-	hypothetical protein MSMEG_4220
chr	NC_008596.1	4302930	4303643	-	4534202	-	MSMEG_4221	YP_888498.1	237	-	hypothetical protein MSMEG_4221
chr	NC_008596.1	4303589	4303702	+	4537087	-	MSMEG_4223	YP_888499.1	37	-	hypothetical protein MSMEG_4223
chr	NC_008596.1	4303689	4304846	-	4534205	ftsZ	MSMEG_4222	YP_888500.1	385	-	cell division protein FtsZ
chr	NC_008596.1	4304832	4304960	+	4535270	-	MSMEG_4224	YP_888501.1	42	-	hypothetical protein MSMEG_4224
chr	NC_008596.1	4305093	4306094	-	4535277	-	MSMEG_4225	YP_888502.1	333	-	cell division protein FtsQ
chr	NC_008596.1	4306091	4307539	-	4537247	murC	MSMEG_4226	YP_888503.1	482	-	UDP-N-acetylmuramate--L-alanine ligase
chr	NC_008596.1	4307536	4308693	-	4536010	murG	MSMEG_4227	YP_888504.1	385	-	UDPdiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase
chr	NC_008596.1	4308690	4310396	-	4535530	ftsW	MSMEG_4228	YP_888505.1	568	-	cell division protein FtsW
chr	NC_008596.1	4310401	4311882	-	4531703	murD	MSMEG_4229	YP_888506.1	493	-	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
chr	NC_008596.1	4311875	4312954	-	4533495	mraY	MSMEG_4230	YP_888507.1	359	-	phospho-N-acetylmuramoyl-pentapeptide-transferase
chr	NC_008596.1	4312951	4314480	-	4531155	-	MSMEG_4231	YP_888508.1	509	-	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
chr	NC_008596.1	4314477	4316039	-	4532765	murE	MSMEG_4232	YP_888509.1	520	-	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase
chr	NC_008596.1	4316086	4318032	-	4531550	-	MSMEG_4233	YP_888510.1	648	-	penicillin binding protein transpeptidase domain-containing protein
chr	NC_008596.1	4318029	4319171	-	4535846	-	MSMEG_4234	YP_888511.1	380	-	hypothetical protein MSMEG_4234
chr	NC_008596.1	4319171	4320151	-	4537686	mraW	MSMEG_4235	YP_888512.1	326	-	S-adenosyl-methyltransferase MraW
chr	NC_008596.1	4320309	4320740	-	4533268	mraZ	MSMEG_4236	YP_888513.1	143	-	cell division protein MraZ
chr	NC_008596.1	4321263	4321664	-	4534040	-	MSMEG_4237	YP_888514.1	133	-	transmembrane protein
chr	NC_008596.1	4321921	4322538	+	4531632	-	MSMEG_4238	YP_888515.1	205	-	hypothetical protein MSMEG_4238
chr	NC_008596.1	4322593	4323288	+	4534956	-	MSMEG_4239	YP_888516.1	231	-	LppM protein
chr	NC_008596.1	4323431	4324519	+	4535492	-	MSMEG_4240	YP_888517.1	362	-	polyprenyl synthetase
chr	NC_008596.1	4324544	4326061	+	4537700	-	MSMEG_4241	YP_888518.1	505	-	integral membrane protein
chr	NC_008596.1	4326128	4326532	-	4531844	-	MSMEG_4242	YP_888519.1	134	-	transcriptional regulatory protein
chr	NC_008596.1	4326578	4327846	+	4533717	-	MSMEG_4243	YP_888520.1	422	-	serine/threonine protein kinase
chr	NC_008596.1	4327868	4329262	-	4537458	-	MSMEG_4244	YP_888521.1	464	-	3-deoxy-7-phosphoheptulonate synthase
chr	NC_008596.1	4329267	4329776	-	4536705	-	MSMEG_4245	YP_888522.1	169	-	hypothetical protein MSMEG_4245
chr	NC_008596.1	4329722	4330684	-	4537107	-	MSMEG_4246	YP_888523.1	320	-	integral membrane protein
chr	NC_008596.1	4330759	4332081	+	4533530	-	MSMEG_4247	YP_888524.1	440	-	integral membrane protein
chr	NC_008596.1	4332098	4332823	-	4534395	-	MSMEG_4248	YP_888525.1	241	-	1-acylglycerol-3-phosphate O-acyltransferase
chr	NC_008596.1	4332930	4333337	-	4533349	-	MSMEG_4249	YP_888526.1	135	-	hypothetical protein MSMEG_4249
chr	NC_008596.1	4333334	4334611	-	4530952	-	MSMEG_4250	YP_888527.1	425	-	membrane transport ATPase
chr	NC_008596.1	4334612	4335049	-	4536595	-	MSMEG_4251	YP_888528.1	145	-	cyclase/dehydrase
chr	NC_008596.1	4335143	4335532	-	4534394	-	MSMEG_4252	YP_888529.1	129	-	hypothetical protein MSMEG_4252
chr	NC_008596.1	4335624	4337423	+	4537575	-	MSMEG_4254	YP_888530.1	599	-	AMP-binding protein
chr	NC_008596.1	4337414	4338562	-	4536134	-	MSMEG_4253	YP_888531.1	382	-	glycoside hydrolase family protein
chr	NC_008596.1	4338603	4339400	-	4531112	-	MSMEG_4255	YP_888532.1	265	-	hypothetical protein MSMEG_4255
chr	NC_008596.1	4339480	4340625	-	4530869	-	MSMEG_4256	YP_888533.1	381	-	NLP/P60 family protein
chr	NC_008596.1	4340779	4341150	-	4530967	-	MSMEG_4257	YP_888534.1	123	-	hypothetical protein MSMEG_4257
chr	NC_008596.1	4341162	4343180	+	4536238	-	MSMEG_4259	YP_888535.1	672	-	hypothetical protein MSMEG_4259
chr	NC_008596.1	4343055	4344149	-	4534292	trpD	MSMEG_4258	YP_888536.1	364	-	anthranilate phosphoribosyltransferase
chr	NC_008596.1	4344261	4344872	+	4535511	-	MSMEG_4260	YP_888537.1	203	-	cytochrome C oxidase subunit 3
chr	NC_008596.1	4344911	4345717	+	4534034	-	MSMEG_4261	YP_888538.1	268	-	ubiquinol-cytochrome C reductase cytochrome C subunit
chr	NC_008596.1	4345696	4346922	+	4537735	-	MSMEG_4262	YP_888539.1	408	-	ubiquinol-cytochrome C reductase iron-sulfur subunit
chr	NC_008596.1	4346919	4348559	+	4535113	-	MSMEG_4263	YP_888540.1	546	-	ubiquinol-cytochrome C reductase cytochrome b subunit
chr	NC_008596.1	4349138	4349701	-	4531946	-	MSMEG_4264	YP_888541.1	187	-	hypothetical protein MSMEG_4264
chr	NC_008596.1	4349701	4350594	-	4531475	-	MSMEG_4265	YP_888542.1	297	-	MmpS3 protein
chr	NC_008596.1	4350575	4350724	+	4532970	-	MSMEG_4266	YP_888543.1	49	-	hypothetical protein MSMEG_4266
chr	NC_008596.1	4350770	4351189	-	4537383	-	MSMEG_4267	YP_888544.1	139	-	cytochrome C oxidase polypeptide 4
chr	NC_008596.1	4351209	4352234	-	4532360	-	MSMEG_4268	YP_888545.1	341	-	cytochrome C oxidase subunit 2
chr	NC_008596.1	4352394	4354370	+	4537630	asnB	MSMEG_4269	YP_888546.1	658	-	asparagine synthase
chr	NC_008596.1	4354392	4355369	-	4534661	-	MSMEG_4270	YP_888547.1	325	-	adenosine kinase
chr	NC_008596.1	4355564	4356217	+	4535308	-	MSMEG_4271	YP_888548.1	217	-	hypothetical protein MSMEG_4271
chr	NC_008596.1	4356255	4356611	-	4533082	-	MSMEG_4272	YP_888549.1	118	-	HesB/YadR/YfhF family protein
chr	NC_008596.1	4356838	4357524	+	4536960	-	MSMEG_4273	YP_888550.1	228	-	integral membrane protein
chr	NC_008596.1	4357558	4358091	+	4536839	cobU	MSMEG_4274	YP_888551.1	177	-	cobinamide kinase / cobinamide phosphate guanyltransferase
chr	NC_008596.1	4358088	4359143	+	4534942	cobT	MSMEG_4275	YP_888552.1	351	-	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
chr	NC_008596.1	4359163	4359888	+	4533960	cobS	MSMEG_4277	YP_888553.1	241	-	cobalamin synthase
chr	NC_008596.1	4359885	4360991	-	4532447	ilvE	MSMEG_4276	YP_888554.1	368	-	branched-chain amino acid aminotransferase
chr	NC_008596.1	4361041	4362138	-	4531056	gcvT	MSMEG_4278	YP_888555.1	365	-	glycine cleavage system aminomethyltransferase T
chr	NC_008596.1	4362195	4363286	+	4535150	-	MSMEG_4279	YP_888556.1	363	-	adenylate and guanylate cyclase catalytic domain-containing protein
chr	NC_008596.1	4363291	4364850	+	4533852	-	MSMEG_4281	YP_888557.1	519	-	leucyl aminopeptidase
chr	NC_008596.1	4364847	4366583	-	4535419	-	MSMEG_4280	YP_888558.1	578	-	short chain dehydrogenase
chr	NC_008596.1	4366658	4367005	-	4532349	-	MSMEG_4282	YP_888559.1	115	-	hypothetical protein MSMEG_4282
chr	NC_008596.1	4367210	4368967	+	4537128	sucB	MSMEG_4283	YP_888560.1	585	-	dihydrolipoamide acetyltransferase
chr	NC_008596.1	4369020	4369928	+	4534285	-	MSMEG_4284	YP_888561.1	302	-	hypothetical protein MSMEG_4284
chr	NC_008596.1	4369946	4370632	+	4535210	lipB	MSMEG_4285	YP_888562.1	228	-	lipoate-protein ligase B
chr	NC_008596.1	4370637	4371581	+	4533770	lipA	MSMEG_4286	YP_888563.1	314	-	lipoyl synthase
chr	NC_008596.1	4371586	4372338	+	4537191	-	MSMEG_4287	YP_888564.1	250	-	integral membrane protein
chr	NC_008596.1	4372372	4374180	+	4537221	-	MSMEG_4289	YP_888565.1	602	-	amidohydrolase
chr	NC_008596.1	4374158	4374631	-	4533836	-	MSMEG_4288	YP_888566.1	157	-	integral membrane protein
chr	NC_008596.1	4374853	4376289	+	4532067	glnA	MSMEG_4290	YP_888567.1	478	-	glutamine synthetase
chr	NC_008596.1	4376518	4376949	+	4534728	dtd	MSMEG_4291	YP_888568.1	143	-	D-tyrosyl-tRNA(Tyr) deacylase
chr	NC_008596.1	4376977	4377387	+	4535037	-	MSMEG_4292	YP_888569.1	136	-	integral membrane protein
chr	NC_008596.1	4377492	4380491	-	4532101	-	MSMEG_4293	YP_888570.1	999	-	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase
chr	NC_008596.1	4380541	4381881	-	4533434	glnA	MSMEG_4294	YP_888571.1	446	-	glutamine synthetase
chr	NC_008596.1	4381934	4383436	-	4536445	-	MSMEG_4295	YP_888572.1	500	-	alpha/beta hydrolase
chr	NC_008596.1	4383565	4385097	-	4536069	-	MSMEG_4296	YP_888573.1	510	-	protease
chr	NC_008596.1	4385129	4386526	-	4534256	-	MSMEG_4297	YP_888574.1	465	-	acyltransferase
chr	NC_008596.1	4386689	4387552	+	4535698	panB	MSMEG_4298	YP_888575.1	287	-	3-methyl-2-oxobutanoate hydroxymethyltransferase
chr	NC_008596.1	4387638	4388423	-	4535606	-	MSMEG_4299	YP_888576.1	261	-	enoyl-CoA hydratase/isomerase
chr	NC_008596.1	4388435	4389112	-	4532998	-	MSMEG_4300	YP_888577.1	225	-	transcription regulator AmtR
chr	NC_008596.1	4389120	4390904	-	4534894	-	MSMEG_4301	YP_888578.1	594	-	fatty-acid--CoA ligase
chr	NC_008596.1	4391109	4392635	+	4535669	-	MSMEG_4302	YP_888579.1	508	-	adenylate cyclase
chr	NC_008596.1	4393133	4394689	-	4531504	-	MSMEG_4303	YP_888580.1	518	-	methyltransferase
chr	NC_008596.1	4394755	4395333	+	4531756	-	MSMEG_4304	YP_888581.1	192	-	regulatory protein
chr	NC_008596.1	4395335	4396432	-	4534012	-	MSMEG_4305	YP_888582.1	365	-	bifunctional RNase H/acid phosphatase
chr	NC_008596.1	4396429	4397157	-	4534558	-	MSMEG_4306	YP_888583.1	242	-	hypothetical protein MSMEG_4306
chr	NC_008596.1	4397147	4398298	-	4537233	-	MSMEG_4307	YP_888584.1	383	-	hypothetical protein MSMEG_4307
chr	NC_008596.1	4398573	4399265	+	4537626	-	MSMEG_4308	YP_888585.1	230	-	5\'-nucleotidase
chr	NC_008596.1	4399258	4399749	+	4537341	-	MSMEG_4309	YP_888586.1	163	-	low molecular weight protein-tyrosine-phosphatase
chr	NC_008596.1	4399749	4400582	+	4534180	-	MSMEG_4311	YP_888587.1	277	-	hypothetical protein MSMEG_4311
chr	NC_008596.1	4400536	4401492	-	4536838	cobD	MSMEG_4310	YP_888588.1	318	-	cobalamin biosynthesis protein
chr	NC_008596.1	4401829	4402245	+	4534618	-	MSMEG_4313	YP_888589.1	138	-	glyoxalase/bleomycin resistance protein/dioxygenase
chr	NC_008596.1	4402310	4402825	+	4537305	-	MSMEG_4314	YP_888590.1	171	-	hypothetical protein MSMEG_4314
chr	NC_008596.1	4402920	4403411	+	4534574	-	MSMEG_4315	YP_888591.1	163	-	igma-70 family RNA polymerase sigma factor
chr	NC_008596.1	4403408	4403971	+	4535590	-	MSMEG_4316	YP_888592.1	187	-	methylated-DNA--protein-cysteine methyltransferase
chr	NC_008596.1	4403968	4404681	+	4534087	-	MSMEG_4317	YP_888593.1	237	-	hypothetical protein MSMEG_4317
chr	NC_008596.1	4404837	4405655	+	4534379	-	MSMEG_4318	YP_888594.1	272	-	hypothetical protein MSMEG_4318
chr	NC_008596.1	4405907	4406377	-	4531077	-	MSMEG_4320	YP_888595.1	156	-	alkyl hydroperoxide reductase
chr	NC_008596.1	4406378	4406815	-	4536832	-	MSMEG_4321	YP_888596.1	145	-	hypothetical protein MSMEG_4321
chr	NC_008596.1	4406957	4407487	-	4536222	-	MSMEG_4322	YP_888597.1	176	-	hypothetical protein MSMEG_4322
chr	NC_008596.1	4407679	4410468	+	4531364	aceE	MSMEG_4323	YP_888598.1	929	-	pyruvate dehydrogenase subunit E1
chr	NC_008596.1	4410564	4411850	+	4536639	-	MSMEG_4324	YP_888599.1	428	-	hypothetical protein MSMEG_4324
chr	NC_008596.1	4412068	4412940	+	4536190	-	MSMEG_4325	YP_888600.1	290	-	malonyl CoA-ACP transacylase
chr	NC_008596.1	4413021	4413320	+	4537238	acpP	MSMEG_4326	YP_888601.1	99	-	acyl carrier protein
chr	NC_008596.1	4413317	4414567	+	4534958	-	MSMEG_4327	YP_888602.1	416	-	3-oxoacyl-ACP synthase
chr	NC_008596.1	4414597	4415850	+	4535003	-	MSMEG_4328	YP_888603.1	417	-	3-oxoacyl-ACP synthase
chr	NC_008596.1	4415919	4417343	+	4537303	-	MSMEG_4329	YP_888604.1	474	-	propionyl-CoA carboxylase subunit beta
chr	NC_008596.1	4417418	4418167	-	4531187	-	MSMEG_4330	YP_888605.1	249	-	short chain dehydrogenase
chr	NC_008596.1	4418265	4419254	+	4532243	-	MSMEG_4331	YP_888606.1	329	-	transcriptional regulator
chr	NC_008596.1	4419488	4421044	-	4536897	-	MSMEG_4332	YP_888607.1	518	-	glycerol-3-phosphate dehydrogenase
chr	NC_008596.1	4421041	4421625	-	4535360	-	MSMEG_4333	YP_888608.1	194	-	TetR family transcriptional regulator
chr	NC_008596.1	4421676	4423253	+	4531334	-	MSMEG_4334	YP_888609.1	525	-	flavoprotein
chr	NC_008596.1	4423250	4424152	+	4530988	-	MSMEG_4335	YP_888610.1	300	-	diacylglycerol kinase
chr	NC_008596.1	4424220	4424732	-	4536486	-	MSMEG_4336	YP_888611.1	170	-	hypothetical protein MSMEG_4336
chr	NC_008596.1	4424856	4425665	-	4533339	-	MSMEG_4337	YP_888612.1	269	-	beta-lactamase
chr	NC_008596.1	4425730	4426827	-	4532074	-	MSMEG_4338	YP_888613.1	365	-	transcriptional regulatory protein
chr	NC_008596.1	4426949	4428589	-	4534447	-	MSMEG_4339	YP_888614.1	546	-	hypothetical protein MSMEG_4339
chr	NC_008596.1	4428679	4429770	+	4534731	-	MSMEG_4340	YP_888615.1	363	-	NAD/mycothiol-dependent formaldehyde dehydrogenase
chr	NC_008596.1	4429796	4430428	+	4535622	-	MSMEG_4342	YP_888616.1	210	-	metallo-beta-lactamase
chr	NC_008596.1	4430412	4430561	-	4537012	-	MSMEG_4341	YP_888617.1	49	-	hypothetical protein MSMEG_4341
chr	NC_008596.1	4430791	4432173	+	4531592	-	MSMEG_4344	YP_888618.1	460	-	monooxygenase
chr	NC_008596.1	4432170	4432934	-	4534636	-	MSMEG_4343	YP_888619.1	254	-	hypothetical protein MSMEG_4343
chr	NC_008596.1	4432931	4433287	-	4532132	-	MSMEG_4345	YP_888620.1	118	-	hypothetical protein MSMEG_4345
chr	NC_008596.1	4433006	4433236	+	4535700	-	MSMEG_4346	YP_888621.1	76	-	hypothetical protein MSMEG_4346
chr	NC_008596.1	4433239	4434321	+	4536742	-	MSMEG_4347	YP_888622.1	360	-	hypothetical protein MSMEG_4347
chr	NC_008596.1	4434329	4435885	-	4534283	-	MSMEG_4348	YP_888623.1	518	-	hypothetical protein MSMEG_4348
chr	NC_008596.1	4435960	4437738	-	4531747	-	MSMEG_4349	YP_888624.1	592	-	hypothetical protein MSMEG_4349
chr	NC_008596.1	4437803	4438963	-	4535249	dapB	MSMEG_4350	YP_888625.1	386	-	dihydrodipicolinate reductase
chr	NC_008596.1	4438978	4439736	+	4537520	-	MSMEG_4351	YP_888626.1	252	-	oxidoreductase YjgI
chr	NC_008596.1	4439737	4440798	-	4536913	-	MSMEG_4352	YP_888627.1	353	-	hypothetical protein MSMEG_4352
chr	NC_008596.1	4440809	4441354	-	4535777	-	MSMEG_4353	YP_888628.1	181	-	hypothetical protein MSMEG_4353
chr	NC_008596.1	4441468	4442991	+	4534755	-	MSMEG_4354	YP_888629.1	507	-	dipeptide-binding protein of ABC transporter
chr	NC_008596.1	4442988	4443965	+	4532989	-	MSMEG_4355	YP_888630.1	325	-	peptide ABC transporter permease
chr	NC_008596.1	4443962	4444840	+	4535987	-	MSMEG_4356	YP_888631.1	292	-	ABC transporter
chr	NC_008596.1	4444837	4446417	+	4533560	-	MSMEG_4357	YP_888632.1	526	-	ABC transporter ATP-binding protein
chr	NC_008596.1	4446420	4447160	+	4531204	-	MSMEG_4358	YP_888633.1	246	-	D-beta-hydroxybutyrate dehydrogenase
chr	NC_008596.1	4447171	4447407	-	4534946	-	MSMEG_4359	YP_888634.1	78	-	hypothetical protein MSMEG_4359
chr	NC_008596.1	4447270	4447512	+	4533463	-	MSMEG_4361	YP_888635.1	80	-	hypothetical protein MSMEG_4361
chr	NC_008596.1	4447509	4448855	-	4535058	-	MSMEG_4360	YP_888636.1	448	-	hypothetical protein MSMEG_4360
chr	NC_008596.1	4449005	4449823	-	4536440	-	MSMEG_4362	YP_888637.1	272	-	universal stress protein family protein
chr	NC_008596.1	4450008	4450634	-	4534844	-	MSMEG_4363	YP_888638.1	208	-	hypothetical protein MSMEG_4363
chr	NC_008596.1	4450749	4450883	-	4533752	-	MSMEG_4364	YP_888639.1	44	-	hypothetical protein MSMEG_4364
chr	NC_008596.1	4450873	4453014	+	4536760	-	MSMEG_4365	YP_888640.1	713	-	hypothetical protein MSMEG_4365
chr	NC_008596.1	4453016	4454593	-	4533328	-	MSMEG_4366	YP_888641.1	525	-	serine/threonine protein kinase
chr	NC_008596.1	4454720	4455976	-	4532884	-	MSMEG_4367	YP_888642.1	418	-	formamidase
chr	NC_008596.1	4455986	4456396	+	4537337	-	MSMEG_4369	YP_888643.1	136	-	hypothetical protein MSMEG_4369
chr	NC_008596.1	4455998	4456285	-	4535666	-	MSMEG_4368	YP_888644.1	95	-	regulatory protein, FmdB family protein
chr	NC_008596.1	4456431	4457708	-	4532532	-	MSMEG_4370	YP_888645.1	425	-	regulatory protein
chr	NC_008596.1	4457769	4458716	-	4533655	-	MSMEG_4371	YP_888646.1	315	-	vanillate O-demethylase
chr	NC_008596.1	4458713	4459807	-	4536478	-	MSMEG_4372	YP_888647.1	364	-	capreomycidine hydroxylase
chr	NC_008596.1	4459820	4460713	-	4533879	-	MSMEG_4373	YP_888648.1	297	-	polysaccharide deacetylase
chr	NC_008596.1	4460713	4461672	-	4535424	speB	MSMEG_4374	YP_888649.1	319	-	agmatinase
chr	NC_008596.1	4461684	4462337	-	4532325	-	MSMEG_4375	YP_888650.1	217	-	3-oxoacyl-ACP reductase
chr	NC_008596.1	4462339	4463046	-	4537479	-	MSMEG_4376	YP_888651.1	235	-	3-oxoacyl-ACP reductase
chr	NC_008596.1	4463043	4464521	-	4532616	-	MSMEG_4377	YP_888652.1	492	-	amino acid permease
chr	NC_008596.1	4464829	4465473	+	4533470	-	MSMEG_4378	YP_888653.1	214	-	two-component system response regulator
chr	NC_008596.1	4465578	4466222	+	4534782	-	MSMEG_4379	YP_888654.1	214	-	isochorismatase hydrolase
chr	NC_008596.1	4466375	4468300	+	4534983	-	MSMEG_4380	YP_888655.1	641	-	ABC transporter permease
chr	NC_008596.1	4468358	4469371	+	4534036	-	MSMEG_4381	YP_888656.1	337	-	amidase
